Date,Job Number,Customer,Address,Postcode,Activity,Priority,Source File,Notes
08/01/2023,3073864,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, WAITROSE ALTRINCHAM, ALTRINCHAM",WA14 5ZL,TECH EXCHANGE,,Runsheet_Daniel_Hanson_08012023.pdf,Marked as DNCO - no payment on date with other paid jobs
08/01/2023,3073865,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, WAITROSE ALTRINCHAM, ALTRINCHAM",WA14 5ZL,TECH EXCHANGE,,Runsheet_Daniel_Hanson_08012023.pdf,Marked as DNCO - no payment on date with other paid jobs
08/01/2022,2498143,Fujitsu GBL - H&M * DO NOT INVOICE*,"UNIT 9B, BROUGHTON SHOPPING PARK, CHESTER ROAD, CHESTER",CH4 0DP,COLLECTION,,Runsheet_8-1-22_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
08/01/2022,2498276,Vista Retail Support Limited,"DUNELM, UNIT 7, GREYHOUND RETAIL PARK, SEALAND ROAD, CHESTER",CH1 4QG,TECH EXCHANGE,ND 1700,Runsheet_8-1-22_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
08/01/2022,2498779,Vista Retail Support Limited,"NEXT, WREXHAM, DENBIGHSHIRE, WREXHAM",LL13 8DG,TECH EXCHANGE,ND 1700,Runsheet_8-1-22_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
08/01/2022,2498795,Vista Retail Support Limited,"NEXT, UNIT 5 PRESTATYN SHOPPING, PARK,NANTHALL ROAD, PRESTATYN, FLINTSHIRE, PRESTATYN",LL19 9BJ,TECH EXCHANGE,ND 1700,Runsheet_8-1-22_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
08/01/2022,2498810,Vista Retail Support Limited,"NEXT, 37-43 EASTGATE STREET, CHESTER, CHESHIRE, CHESTER",CH1 1LG,TECH EXCHANGE,ND 1700,Runsheet_8-1-22_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
08/01/2022,2498887,Lexmark Service Provider,"2 Boots 0273, 56-58 Market Street, CREWE",CW1 2EX,REPAIR WITH PARTS,,Runsheet_8-1-22_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2024,4034769,Fujitsu Services Limited - Star Trains - ME,"0161 822 2150Northern Rail - STAR, Booking Office, Northern Rail,, Liverpool Lime St Railway Station,, Lime Street, M, Lancashire, Liverpool",L1 1JF,TECH EXCHANGE,,Runsheet_3_runs_2024_12_07.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2024,4034970,CXM,"COED HELEN ROAD, CAERNARFON",LL54 5RS,INSTALL,ND 1700,Runsheet_3_runs_2024_12_07.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2024,4035261,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, WR842 CHESTER, CHESHIRE",CH3 5AF,TECH EXCHANGE,ND 1700,Runsheet_3_runs_2024_12_07.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2024,4035459,Centrex Services,"LIDL GREAT BRITAIN LTD, LIDL GREAT BRITAIN LTD, DENBIGH",LL16 3AU,TECH EXCHANGE,ND 1700,Runsheet_3_runs_2024_12_07.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2023,3572744,Centrex Services,BOOTLE,L30 0QE,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_07122023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2023,3572746,Centrex Services,LIVERPOOL,L11 8NG,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_07122023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2022,3022062,Fujitsu GBL - H&M * DO NOT INVOICE*,"LEISURE, UNIT E CROFT RETAIL &, LEISURE, LEISURE  PARK, WELTON ROAD, WELTON ROAD, BROMBOROUGH",CH62 3PN,TECH EXCHANGE,ND 1900,Runsheet_Daniel_Hanson_07122022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2022,3022952,Vista Retail Support Limited,"MCDONALDS - CAPGEMINI, LIVERPOOL, LANCASHIRE, LIVERPOOL",L17 4JP,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_07122022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2022,3022958,Fujitsu Services Limited - Star Trains - ME,"Ranelagh Street, LANCASHIRE, Liverpool",L1 1JT,,,Runsheet_Daniel_Hanson_07122022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2022,3022959,Fujitsu Services Limited - Star Trains - ME,"Ranelagh Street, LANCASHIRE, Liverpool",L1 1JT,,,Runsheet_Daniel_Hanson_07122022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2022,3023010,Vista Retail Support Limited,"MCDONALDS - CAPGEMINI, UPTON BY PASS, UPTON, CHESHIRE, UPTON",CH49 6QG,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_07122022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2022,3023034,Vista Retail Support Limited,"NEXT, 1-5 CHURCH STREET, LIVERPOOL, Store Opening Hours, Monday - 0900 : 2030, Tuesday - 0900 : 2030, Wednesday - 0900 : 2030, Thurday - undefined : undefined, Friday - 0900 : 2030, Saturday - 0900 : 1900, Sunday - 1030 : 1700Replace NXT-MON-CIELO-15 Till No: Please record serial and Asset in and out without fail, on every single call, including unused parts(RE",L1 1DA,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_07122022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2022,3023619,Vista Retail Support Limited,"NEXT, UNIT 38-39 - THE PYRAMIDS, CENTRE,GRANGE ROAD, BIRKENHEAD, CHESHIRE, BIRKENHEAD, Store Opening Hours, Monday - 0900 : 1730, Tuesday - 0900 : 1730, Wednesday - 0900 : 1730, Thurday - undefined : undefined, Friday - 0900 : 1730, Saturday - 0900 : 1730, Sunday - 1000 : 1600Replace NXT-PTR-EPS-TMH6000III-CRM Till No: Please record serial and Asset in and, out without fail on every single call",CH41 2ZL,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_07122022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2022,3023668,Vista Retail Support Limited,"THE RANGE, BUILDING 3, LIVERPOOL, INNOVATION PARK, EDGE LANE, LIVERPOOL",L7 9NJ,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_07122022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2022,3023929,Verifone UK LTD,"GREAT CHARLOTTE STREET, GREAT CHARLOTTE STREET, MERSEYSIDE",L1 1HU,TECH EXCHANGE,ND 1800,Runsheet_Daniel_Hanson_07122022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/12/2022,3023934,Verifone UK LTD,"GREAT CHARLOTTE STREET, GREAT CHARLOTTE STREET, MERSEYSIDE",L1 1HU,TECH EXCHANGE,ND 1800,Runsheet_Daniel_Hanson_07122022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/11/2024,3998805,Verifone UK LTD,"- 35, MERSEYSIDE",L12 5HJ,TECH EXCHANGE,,RUN SHEETS - WARRINGTON - THURSDAY 7th NOVEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
07/11/2022,2967839,Computacenter Limited,"1Daniel Beeley, (008102783, 30 Middlewich Road, Holmes, Chapel, 30 Middlewich Road, Holmes, Chapel",CW4 7EA,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_07112022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/11/2022,2968570,CDW - DWP,CONGLETON,CW12 4ED,DELIVERY,,Runsheet_Daniel_Hanson_07112022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/10/2025,4259093,Computacenter PwC NON TECH EXCHANGE,"P W C, P W C, MANCHESTER",M3 3EB,TECH EXCHANGE,ND 1700,DH_07-10-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
07/10/2024,3956828,POSTURITE LIMITED,"EOS, OLYMPIC HOUSE, OLYMPIC, PARK, WOOLSTON GRANGE, LONGBARN BOULEVARD",WA2 0XA,INSTALL,ND 1700,RUN SHEETS -WARRINGTON -MONDAY 7th OCTOBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
07/10/2024,3957025,Xerox (UK) Technical***DO NOT INVOICE****,"Hammerstone Road, Gorton, Biffa Waste Services Ltd, MANCHESTER",M18 8EQ,CONSUMABLE INSTALL,ND 1700,RUN SHEETS -WARRINGTON -MONDAY 7th OCTOBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
07/10/2024,3957416,DHL Supply Chain Limited - RBS,"APARTMENT 9, AROSA COURT, MANCHESTER",M20 4LZ,COLLECTION,,RUN SHEETS -WARRINGTON -MONDAY 7th OCTOBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
07/10/2021,2372784,Lexmark Service Provider,"Logic House Ordnance Street, MR ROB, BLACKBURN, 132162299  41X2397 SVC Power Supply LE color LVPS, 132162301  41X2397 SVC Power Supply LE color LVPS",BB1 3AE,REPAIR WITH PARTS,ND 1700,Runsheet_DanielHanson07102021.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2024,3920613,Fujitsu Services Limited - Star Trains - ME,,,TECH EXCHANGE,ND 1900,RUN SHEETS - WARRINGTON - SATURDAY 7th SEPTEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2023,3438806,CXM,"SOUTH NORWOOD, CHESTER, UKPR, ADDRESS AS PER DASH, Donna 441244322781, Mon-Fri 9-17.30 Sat 9-17.30, SN 17081CT26349155, TXMOCHA  PRINTER-ISSUES, CU, Elavon TID: 14789035; Date Time Logged: 20230905181004; Terminal ID: 210141303303;, Profile Number: 14789035, <BR> <a",CH1 1HD,TECH EXCHANGE,ND 1700,Runsheets_MANCHESTER_Thursday 7th September 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2023,3438952,CDW - DWP,"JOBCENTRE PLUS, GOVERNMENT BUILDINGS, ARRAN ROAD, DOLGELLAU",LL40 1BP,COLLECTION,ND 1700,Runsheets_MANCHESTER_Thursday 7th September 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2023,3438983,CDW - DWP,WREXHAM,LL13 9DU,DELIVERY,ND 1700,Runsheets_MANCHESTER_Thursday 7th September 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2023,3438994,CDW - DWP,"JOBCENTRE PLUS, GOVERNMENT BUILDINGS, ARRAN ROAD, DOLGELLAU",LL40 1BP,COLLECTION,ND 1700,Runsheets_MANCHESTER_Thursday 7th September 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2023,3439035,Verifone UK LTD,"01244 327 141STONEGATE - ROSIES, CHESTER - 9, 12-16 NORTHGATE STREET, 12-16 NORTHGATE STREET, CHESHIRE",CH1 2HA,TECH EXCHANGE,ND 1800,Runsheets_MANCHESTER_Thursday 7th September 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2023,3439241,CDW - DWP,"HOLYHEAD JOBCENTRE, THE OLD VICARAGE, NEWRY STREET, HOLYHEAD",LL65 1DB,TECH EXCHANGE,ND 1700,Runsheets_MANCHESTER_Thursday 7th September 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2023,3439255,Vista Retail Support Limited,"THE RANGE, BUILDING A, MARINA QUAY, RETAIL PARK, RHYL",LL18 5AX,TECH EXCHANGE,ND 1700,Runsheets_MANCHESTER_Thursday 7th September 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2023,3439291,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, WAITROSE CHESTER, CHESHIRE",CH3 5AF,TECH EXCHANGE,ND 1700,Runsheets_MANCHESTER_Thursday 7th September 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2023,3439412,Verifone UK LTD,"01244 348964STONEGATE - OFF THE WALL, CHEST, 12 ST. JOHN STREET, 12 ST. JOHN STREET, CHESHIRE",CH1 1DA,TECH EXCHANGE,ND 1800,Runsheets_MANCHESTER_Thursday 7th September 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2022,2867387,CXM,"ZIPPYS PLAYWORLD, UNIT 5 GRANGE PARK, GRANGE ROAD, CHESTER",CH2 2AN,INSTALL,ND 1700,Runsheet_DanielHanson07092022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2022,2867388,CXM,"ZIPPYS PLAYWORLD, UNIT 5 GRANGE PARK, GRANGE ROAD, CHESTER",CH2 2AN,INSTALL,ND 1700,Runsheet_DanielHanson07092022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2022,2867865,Lexmark Service Provider,"9/11 Regent Street, WATERSTONES, WREXHAM",LL11 1SG,CONSUMABLE INSTALL,ND 1700,Runsheet_DanielHanson07092022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2022,2869583,Computacenter Limited - HSBC,"MARKS & SPENCER, CHESTER BUSINESS PARK, CHESTER, CHESHIRE WEST AND, CHESTER",CH99 9FB,COLLECTION,ND 1600,Runsheet_DanielHanson07092022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2022,2869804,Lexmark Service Provider,"5 Joana Antunes, Madoc Street, PORTHMADOG",LL49 9BU,REPAIR WITH PARTS,,Runsheet_DanielHanson07092022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2021,2334119,Lantec,"COMPANY LT, ORMSKIRK, Profile: 13839426 Faulty serial",L40 8JA,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson07092021.pdf,Marked as DNCO - no payment on date with other paid jobs
07/09/2021,2334390,Fujitsu Services Limited - EE - ME,"0845 0971 206ORANGE (SOUTHPORT), 62 Chapel Street, MERSEYSIDE, Southport",PR8 1BZ,TECH EXCHANGE,,Runsheet_DanielHanson07092021.pdf,Marked as DNCO - no payment on date with other paid jobs
07/08/2024,3879808,Fujitsu Services Limited - Star Trains - P2PE,,,DELIVERY,ND 1900,RUN SHEETS - WARRINGTON - WEDNESDAY 7th AUGUST 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
07/08/2022,2820589,Verifone UK LTD,"MANCH, GREATER MANCHESTER",M1 3HE,TECH EXCHANGE,ND 1800,Runsheet_DanielHanson07082022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/08/2022,2820600,Verifone UK LTD,"MANCH, GREATER MANCHESTER",M1 3HE,TECH EXCHANGE,ND 1800,Runsheet_DanielHanson07082022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/08/2022,2820606,Verifone UK LTD,"MANCH, GREATER MANCHESTER",M1 3HE,TECH EXCHANGE,ND 1800,Runsheet_DanielHanson07082022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/08/2022,2821915,Lexmark Service Provider,"1 6146 City Towers Duty manager, UNIT D, CITY TOWER, CITY TOWERS MANCH EXP, PICCADILLY PLAZA",M1 4AH,REPAIR WITH PARTS,8HR,Runsheet_DanielHanson07082022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/06/2024,3804651,Computacenter - Astra Zeneca,"ASTRAZENECA, CHARTER WAY, SILK ROAD BUSINESS PARK, MACCLESFIELD",SK10 2NA,DELIVERY,ND 1700,Runsheets_Warrington_Friday 7th June 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
07/06/2024,3804770,Computacenter - Astra Zeneca,"ASTRAZENECA, CHARTER WAY, SILK ROAD BUSINESS PARK, MACCLESFIELD",SK10 2NA,DELIVERY,ND 1700,Runsheets_Warrington_Friday 7th June 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
07/06/2024,3804972,Computacenter - Astra Zeneca,"ASTRAZENECA, CHARTER COURT BUILDING, CHARTER WAY, MACCLESFIELD",SK10 2NA,DELIVERY,ND 1700,Runsheets_Warrington_Friday 7th June 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
07/05/2025,4152537,PayPoint - Van Stock Audits,,,,,RUN SHEETS - WEDNESDAY 7th MAY 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
07/05/2024,3763057,Computacenter Limited,"1Hannah Fairclough, (008102783, 145 Cherryfield Drive,Kirkby, 145 Cherryfield Drive,Kirkby",L32 8SE,TECH EXCHANGE,ND 1500,Runsheets_Warrington_Tuesday 7th May 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
07/05/2023,3257879,Verifone UK LTD,,,TECH EXCHANGE,ND 1800,Runsheet_Daniel_Hanson_07052023 - AND NOT 1700 YET!.pdf,Marked as DNCO - no payment on date with other paid jobs
07/05/2022,2679408,Verifone UK LTD,"CITY ROAD, CITY ROAD, CHESHIRE",CH1 3AE,TECH EXCHANGE,ND 1800,Runsheet_DanielHanson07052022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/05/2022,2679812,Paypoint Network Limited - UK,"01244 683871MORRISON'S DAILY, MORRISON'S DAILY, 70-72 CLIVEDEN ROAD, CHESTER",CH4 8DS,TECH EXCHANGE,,Runsheet_DanielHanson07052022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/05/2022,2679992,Vista Retail Support Limited,"NEXT, UNIT 16 - BROUGHTON RETAIL, PARK ,BROUGHTON PARK, BROUGHTON, CHESHIRE, BROUGHTON",CH4 0DP,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson07052022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/05/2022,2680097,Vista Retail Support Limited,"NEXT, 37-43 EASTGATE STREET, CHESTER, CHESHIRE, CHESTER",CH1 1LG,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson07052022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/05/2021,2182930,Computacenter Limited - HSBC,"MARKS & SPENCER, CHESTER, CHESHIRE WEST AND, CHESTER",CH99 9FB,TECH EXCHANGE,ND 1300,Runsheet_DanielHanson07052021.pdf,Marked as DNCO - no payment on date with other paid jobs
07/04/2025,4131461,Computacenter Limited - HSBC,"1-3 VICTORIA SQUARE, BOLTON, BOLTON",BL1 1RJ,TECH EXCHANGE,ND 1600,RUN SHEETS - WARRINGTON - MONDAY 7th APRIL 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
07/04/2025,4131851,Xerox (UK) Technical***DO NOT INVOICE****,"1 1220_Bolton Manager, 164-172 Derby Street, BOLTON",BL3 6JR,REPAIR WITH PARTS,,RUN SHEETS - WARRINGTON - MONDAY 7th APRIL 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
07/04/2023,3215137,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, THREE TUNS LANE SEFTON, FORMBY, WAITROSE FORMBY, MERSEYSIDE",L37 4AJ,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_07042023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/03/2025,4105885,Vista Retail Support Limited,"SUPERDRUG STORES PLC, UNIT 2, WILMSLOW PARK, WILMSLOW, ROAD, MANCHESTER",M13 0JR,TECH EXCHANGE,,RUN SHEETS - WARRINGTON - FRIDAY 7th MARCH 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
07/03/2023,3166958,Computacenter Limited,"LLOYDS BANK PLC, ROCHDALE, Device - WINDOWS 10 Make - Branch Model - Surface Go 2 Part - 4220425 - Surface Go, 2 BRANCH Serial Number / Asset - 043678704851 Opening Times / Availability - Monday -, 9-3.30 Tuesday - 9-3.30swap Surface Go laptop 07.03.23 9-5",OL16 1JP,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_07032023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/02/2025,4086370,DieboldNixdorf_WIPRO,"CHEADLE WILMSLOW ROAD, CHEADLE WILMSLOW ROAD, WILMSLOW ROAD, JL041 CHEADLE, CHEADLE, Serial Number: 192497303461103310964012 Asset Number: PAN00098253 Model, Ingenico 2500 Location: 041 - Cheadle Issue: Blue screen with irruption error message, Incident INC6527583 has been placed into the On Hold, Awaiting Vendor state. Attempting to transfer to Diebold. DN Engineer to replace Ingenico, L2500 PN 1900001941",SK8 3BZ,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - FRIDAY 7th FEBRUARY 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
07/02/2025,4086623,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, CHEADLE WILMSLOW ROAD, JL041 CHEADLE, CHEADLE",SK8 3BZ,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - FRIDAY 7th FEBRUARY 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
07/02/2025,4086624,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, CHEADLE WILMSLOW ROAD, JL041 CHEADLE, CHEADLE, Serial Number: 192547303461103311011175 Asset Number: PAN00096668 Model, Ingenico 2500 Location: 041 - Cheadle Issue: Back casing of the mobile PED is cracked, and internal components like wires are visible. Incident INC6527581 has been placed into, the On Hold, Awaiting Vendor state. Attempting to transfer to Diebold. DN Engineer to replace Ingenico, L2500 PN 1900001941",SK8 3BZ,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - FRIDAY 7th FEBRUARY 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
07/02/2022,2541974,Computacenter – Morrisons - BAU,"DISTRIBUTION CENTRE, WM MORRISON, SUPERMARKETS PLC, KING STREET, NORTHWICH",CW9 7WA,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson07022022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/02/2022,2542225,Fujitsu Services Limited - Banks,"RBSG, FAILSWORTH",M35 9NY,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson07022022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/02/2022,2543934,Vista Retail Support Limited,"PETS AT HOME, UNIT 1A, SNIPE RETAIL PARK, SNIPE WAY, ASHTON UNDER LYNE",OL7 0DN,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson07022022.pdf,Marked as DNCO - no payment on date with other paid jobs
07/01/2025,4057707,DieboldNixdorf_WIPRO,"CHEADLE WILMSLOW ROAD, CHEADLE WILMSLOW ROAD, JL041 CHEADLE, CHEADLE",SK8 3BZ,TECH EXCHANGE,ND 1700,RUN SHEETS -WARRINGTON - TUESDAY 7th JANUARY 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
07/01/2024,3610268,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, HULME STATION ROAD, CHEADLE HUL, WAITROSE CHEADLE, CHEADLE, Awaiting Vendor state. Attempting to transfer to Diebold.     Web logging  Make/Model:, Motorola TC57  S/N: 19282522503037   Fault/Attempted Triage: co pilot keeps freezing, and gps not working Serialnumber:  DeviceCountry:  DeviceZIP:  DeviceCity:  DeviceStreet:, DeviceRoom:  DeviceContactPerson:  DeviceCPPhone:  DeviceDescription: POS, DesiredDate: 202401051533INC6100107, PART",SK8 7AE,TECH EXCHANGE,ND 1700,Runsheet_2_runs_2024_01_07 (1).pdf,Marked as DNCO - no payment on date with other paid jobs
07/01/2024,3610327,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, UNIT 1, MANCHESTER FORT, SHOP P, KITS CHEETHAM HILL - 01311, MANCHESTER",M8 8EP,TECH EXCHANGE,ND 1700,Runsheet_2_runs_2024_01_07 (1).pdf,Marked as DNCO - no payment on date with other paid jobs
07/01/2023,3072419,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, WAITROSE NORTHWICH, NORTHWICH, PART, PART",CW9 5HD,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_07012023.pdf,Marked as DNCO - no payment on date with other paid jobs
07/01/2023,3072983,Vista Retail Support Limited,"NEXT, UNIT 3 - GRAND JUNCTION, RETAIL PARK ,EARLE STREET, CREWE, CHESHIRE, CREWE",CW1 2RP,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_07012023.pdf,Marked as DNCO - no payment on date with other paid jobs
06/12/2024,4034155,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, TRAFFORD PEEL AVENUE THE, TRAF, JL032 TRAFFORD, MANCHESTER, to Diebold: Hostname: Serial Number: Model number: Fault: *NOTE: If this is for a JL CHS, Estimator laptop, please use the PRE: JL CHS Estimator Laptop pre weblog template, as this captures extra details needed Incident INC6475808 has been placed into the On, Hold, Awaiting Vendor state. Attempting to transfer to Diebold. DN Engineer to replace Ingenico",M17 8JL,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_06122024.pdf,Marked as DNCO - no payment on date with other paid jobs
06/12/2024,4034287,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, WR494 ALTRINCHAM, ALTRINCHAM, for a faulty one. It is showing vmware airwatch on the home screen.I tried to log in but",WA14 5ZL,TECH EXCHANGE,,Runsheet_Daniel_Hanson_06122024.pdf,Marked as DNCO - no payment on date with other paid jobs
06/12/2022,3021291,Computacenter Horizon Project,"BEECHWOOD, RUNCORN",WA7 2TY,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_06122022.pdf,Marked as DNCO - no payment on date with other paid jobs
06/11/2024,3997314,PayPoint - Van Stock Audits,,,,,RUN SHEETS - WARRINGTON - WEDNESDAY 6th NOVEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
06/11/2022,2969302,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, BRIDGEHALL INDUSTL PK, BRIDGEHA, KITS BURY - 01190, HEAPBRIDGE, SCANNER, %C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0, %C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0%C2%A0 1770053702DS8178-SR BLACK FIPS STANDARD",BL9 7PJ,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_06112022.pdf,Marked as DNCO - no payment on date with other paid jobs
06/10/2025,4253728,COMPUTACENTER HSBC – EBBT,,,,,DH_06-10-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
06/10/2025,4253729,COMPUTACENTER HSBC – EBBT,,,,,DH_06-10-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
06/10/2025,4253730,COMPUTACENTER HSBC – EBBT,,,,,DH_06-10-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
06/10/2025,4256679,Xerox (UK) Technical***DO NOT INVOICE****,"Caernarfon Road  Bangor, PRINTER A, GWYNEDD",LL57 4SU,CONSUMABLE INSTALL,ND 1700,DH_06-10-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
06/10/2021,2370990,Fujitsu Services Limited - EE - ME,,,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson06102021.pdf,Marked as DNCO - no payment on date with other paid jobs
06/10/2021,2371063,CDW - DWP,"AGENCY CENTRE, BIRKENHEAD CHILD SUPPORT, AGENCY CENTRE, GREAT WESTERN HOUSE, WOODSIDE FERRY APPROACH, BIRKENHEAD",CH41 6DA,COLLECTION,ND 1700,Runsheet_DanielHanson06102021.pdf,Marked as DNCO - no payment on date with other paid jobs
06/10/2021,2371231,Fujitsu Services Limited - Telefonica ME,,,TECH EXCHANGE,8HR,Runsheet_DanielHanson06102021.pdf,Marked as DNCO - no payment on date with other paid jobs
06/10/2021,2371392,Fujitsu Services Ltd -Wilko - P2PE,,,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson06102021.pdf,Marked as DNCO - no payment on date with other paid jobs
