Job Number,Client,Location,Postcode,Job Type,Date,Time,Amount,Rate,Units,Agency,Week Number,Tax Year,Pay Date
2616537,Paypoint Network Limited - UK,DAN NEWS,WN8 8DQ,TECH EXCHANGE,24/03/22,10:47,35.0,35.0,1.0,Rico,1,2022,
2615022,Fujitsu Services Limited - Wilko,WILKO Store No 267,M43 7AD,TECH EXCHANGE,23/03/22,14:03,20.0,20.0,1.0,Rico,1,2022,
2615007,Lexmark Service Provider,TESCO Stores Limited,SK7 6DT,REPAIR WITH PARTS,23/03/22,12:05,30.0,30.0,1.0,Rico,1,2022,
2614703,Fujitsu Services Limited - Wilko,WILKO Store No 41,M24 4EL,TECH EXCHANGE,23/03/22,09:52,15.0,15.0,1.0,Rico,1,2022,
2613439,Diebold Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,M8 8EP,TECH EXCHANGE,23/03/22,08:00,10.0,10.0,1.0,Rico,1,2022,
2613437,Diebold Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,M8 8EP,TECH EXCHANGE,23/03/22,08:00,10.0,10.0,1.0,Rico,1,2022,
2613227,Computacenter Limited - HSBC,COMPUTACENTER HSBC,M13 9NJ,NON TECH EXCHANGE,22/03/22,12:43,10.0,10.0,1.0,Rico,1,2022,
2613166,Verifone UK LTD,REVOLUTION BARS GROUP PLC,M1 5WH,TECH EXCHANGE,22/03/22,12:24,15.0,15.0,1.0,Rico,1,2022,
2613006,Secure Retail Limited,WAGAMAMA INTU TRAFFORD CENTRE,M17 8AA,TECH EXCHANGE,22/03/22,10:11,10.0,10.0,1.0,Rico,1,2022,
2612983,Secure Retail Limited,WAGAMAMA INTU TRAFFORD CENTRE,M17 8AA,TECH EXCHANGE,22/03/22,09:49,15.0,15.0,1.0,Rico,1,2022,
2606628,Fujitsu GBL - Selfoss * DO NOT INVOICE*,Percassi KIKO,M17 8AA,MANPOWER,23/03/22,08:45,40.0,40.0,1.0,Rico,1,2022,
2605767,Paypoint Network Limited - UK,MCOLLS,WA10 4QZ,TECH EXCHANGE,17/03/22,08:37,35.0,35.0,1.0,Rico,52,2021,
2604686,Computacenter - Home Office Collections,THE HOME OFFICE. (0081058156),PR8 4LZ,NON TECH EXCHANGE,,,10.0,10.0,1.0,Rico,52,2021,
2604396,Computacenter â€“ Morrisons - BAU,WM MORRISON SUPERMARKETS PLC,PR8 1RH,TECH EXCHANGE,16/03/22,13:56,20.0,20.0,1.0,Rico,52,2021,
2600949,PayPoint Network Ltd_Collections,FISHERGATE FILLIING STATION,PR1 8ND,COLLECTION,14/03/22,16:14,10.0,10.0,1.0,Rico,52,2021,
2592768,Fujitsu Services Limited - Star Trains - P2PE,Northern Rail MT (Liverpool),L1 1JD,TECH EXCHANGE,,,20.0,20.0,1.0,Rico,51,2021,
2592760,Verifone UK LTD,1GB0934 H&M LIVERPOOL BHS LORD,L2 6PG,TECH EXCHANGE,10/03/22,08:00,10.0,10.0,1.0,Rico,51,2021,
2592729,Verifone UK LTD,1GB0934 H&M LIVERPOOL BHS LORD,L2 6PG,TECH EXCHANGE,10/03/22,08:00,10.0,10.0,1.0,Rico,51,2021,
2592563,Computacenter - British Telecom,BRITISH TELECOM PLC_ (0081049580),L3 9PY,NON TECH EXCHANGE,10/03/22,08:00,10.0,10.0,1.0,Rico,51,2021,
2592554,Fujitsu GBL - H&M * DO NOT INVOICE*,H & M,WN1 1BH,TECH EXCHANGE,10/03/22,08:00,15.0,15.0,1.0,Rico,51,2021,
2592312,Vista Retail Support Limited,NEXT,L9 5AN,TECH EXCHANGE,10/03/22,08:00,15.0,15.0,1.0,Rico,51,2021,
2592143,CDW - DWP,JOBCENTRE PLUS,L8 8DY,COLLECTION,10/03/22,08:00,10.0,10.0,1.0,Rico,51,2021,
2592073,Lexmark Service Provider,Everything Everywhere Limited,PR8 1BZ,REPAIR WITH PARTS,10/03/22,08:00,30.0,30.0,1.0,Rico,51,2021,
2591942,Computacenter Horizon Project,SAIDU KAMARA,L25 5PW,IMAC DELIVERY,10/03/22,08:00,10.0,10.0,1.0,Rico,51,2021,
2588315,Lexmark Service Provider,Everything Everywhere Limited,BB11 1BA,REPAIR WITH PARTS,07/03/22,13:50,50.0,50.0,1.0,Rico,51,2021,
2583228,Fujitsu GBL - H&M * DO NOT INVOICE*,H&M WIGAN,WN1 1BH,TECH EXCHANGE,04/03/22,08:00,15.0,15.0,1.0,Rico,50,2021,
2583226,Diebold Nixdorf UK Limited,NEW LOOK RETAILERS LTD,WN1 1BH,TECH EXCHANGE,04/03/22,08:00,10.0,10.0,1.0,Rico,50,2021,
2583199,DHL Supply Chain Limited - RBS,Home Address,SK8 4BZ,COLLECTION,04/03/22,09:00,15.0,15.0,1.0,Rico,50,2021,
2583158,Lexmark Service Provider,AINTREE UNIVERSITY HOSPITAL NHS FOU,L9 7AL,REPAIR WITH PARTS,04/03/22,09:00,50.0,50.0,1.0,Rico,50,2021,
2582771,NCR - Sains Print ***DO NOT INVOICE****,SAINSBURYS SUPERMARKETS LTD,SK7 4AW,REPAIR WITH PARTS,03/03/22,14:05,15.0,15.0,1.0,Rico,50,2021,
2582616,NCR - Sains Print ***DO NOT INVOICE****,SAINSBURYS SUPERMARKETS LTD,WA14 2SU,REPAIR WITH PARTS,03/03/22,12:42,15.0,15.0,1.0,Rico,50,2021,
2582253,Fujitsu GBL - H&M * DO NOT INVOICE*,H&M ALTRINCHAM,WA14 1RJ,TECH EXCHANGE,03/03/22,08:24,10.0,10.0,1.0,Rico,50,2021,
2582144,Computacenter Limited - HSBC,COMPUTACENTER HSBC,L12 0QN,COLLECTION,03/03/22,07:20,10.0,10.0,1.0,Rico,50,2021,
2580957,Verifone UK LTD,ECLECTIC BARS LTD - MANCHESTER,M1 5LH,TECH EXCHANGE,02/03/22,09:00,15.0,15.0,1.0,Rico,50,2021,
2579081,Vista Retail Support Limited,NEXT,M17 8AJ,TECH EXCHANGE,01/03/22,15:57,15.0,15.0,1.0,Rico,50,2021,
2578942,Computacenter Limited,LLOYDS BANK PLC,M6 5JA,TECH EXCHANGE,01/03/22,14:28,15.0,15.0,1.0,Rico,50,2021,
2578817,Verifone UK LTD,ECLECTIC BARS LTD - MANCHESTER,M1 5LH,TECH EXCHANGE,01/03/22,12:41,15.0,15.0,1.0,Rico,50,2021,
2578808,Verifone UK LTD,ECLECTIC BARS LTD - MANCHESTER,M1 5LH,TECH EXCHANGE,01/03/22,12:41,15.0,15.0,1.0,Rico,50,2021,
2578687,Diebold Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,M8 8EP,TECH EXCHANGE,02/03/22,08:00,10.0,10.0,1.0,Rico,50,2021,
2578543,Lexmark Service Provider,TESCO Stores Limited,CW9 5LY,REPAIR WITH PARTS,01/03/22,09:25,40.0,40.0,1.0,Rico,50,2021,
2578468,Fujitsu Services Limited - Star Trains - ME,Northern Rail MT (Manchester),M3 1WY,TECH EXCHANGE,01/03/22,09:35,30.0,30.0,1.0,Rico,50,2021,
2573466,Computacenter Horizon Project,LORRAINE JOHNSON,WN5 8SS,IMAC DELIVERY,25/02/22,13:29,10.0,10.0,1.0,Rico,50,2021,
2569879,Specialist Computer Centres plc,Well Salford - Russell Road,M68NR,PROJECT,02/03/22,09:00,15.0,15.0,1.0,Rico,50,2021,
2569518,HCL Barclays,3 HARDMAN STREET,M3 3HF,IMAC COLLECTION,23/02/22,11:33,10.0,10.0,1.0,Rico,50,2021,
2565747,Lexmark Service Provider,Everything Everywhere Limited,M6 5FD,REPAIR WITH PARTS,21/02/22,10:45,40.0,40.0,1.0,Rico,49,2021,
2565384,Verifone UK LTD,STONEGATE - ADDISON ARMS - 310,L20 3LT,TECH EXCHANGE,21/02/22,08:00,15.0,15.0,1.0,Rico,49,2021,
2562493,Lexmark Service Provider,Biffa Waste Services Ltd,PR5 8AY,REPAIR WITH PARTS,18/02/22,09:00,30.0,30.0,1.0,Rico,48,2021,
2560973,Procurri Europe Ltd,NATIONWIDE BLDG SOC,LL11 1RY,TECH EXCHANGE,17/02/22,13:29,25.0,25.0,1.0,Rico,48,2021,
2557756,Paypoint Network Limited - UK,ORRELL CONVENIENT STORE,L20 6DX,TECH EXCHANGE,15/02/22,16:48,35.0,35.0,1.0,Rico,48,2021,
2557703,Computacenter - Home Office Collections,THE HOME OFFICE. (0081058156),L31 5LQ,NON TECH EXCHANGE,,,10.0,10.0,1.0,Rico,48,2021,
2557607,Vista Retail Support Limited,NEXT,L13 1AD,TECH EXCHANGE,15/02/22,16:29,15.0,15.0,1.0,Rico,48,2021,
2557605,Vista Retail Support Limited,NEXT,L13 1AD,TECH EXCHANGE,15/02/22,16:29,15.0,15.0,1.0,Rico,48,2021,
2557505,Diebold Nixdorf UK Limited,B+Q,L9 5AN,TECH EXCHANGE,15/02/22,09:00,10.0,10.0,1.0,Rico,48,2021,
2557503,Diebold Nixdorf UK Limited,B+Q,L9 5AN,TECH EXCHANGE,15/02/22,09:00,10.0,10.0,1.0,Rico,48,2021,
2557291,NCR - Sains Print ***DO NOT INVOICE****,SAINSBURYS SUPERMARKETS LTD,L14 5PT,REPAIR WITH PARTS,15/02/22,13:35,15.0,15.0,1.0,Rico,48,2021,
2557244,Lexmark Service Provider,Halfords Ltd,L9 5AN,REPAIR WITH PARTS,16/02/22,09:00,30.0,30.0,1.0,Rico,48,2021,
2557063,NCR - Sains Print ***DO NOT INVOICE****,SAINSBURYS SUPERMARKETS LTD,L9 1NL,REPAIR WITH PARTS,15/02/22,11:18,15.0,15.0,1.0,Rico,48,2021,
2556762,Fujitsu GBL - H&M * DO NOT INVOICE*,H & M,WA10 1BN,TECH EXCHANGE,15/02/22,07:35,15.0,15.0,1.0,Rico,48,2021,
2555234,Lexmark Service Provider,TESCO Stores Limited,CH7 1UB,REPAIR WITH PARTS,14/02/22,08:35,40.0,40.0,1.0,Rico,48,2021,
2550644,Lexmark Service Provider,Mitchells & Butlers Leisure Retail,SK9 4LT,REPAIR WITH PARTS,10/02/22,13:10,40.0,40.0,1.0,Rico,47,2021,
2548540,Fujitsu Services Limited - Telefonica TC,O2 Liverpool - Church Street 0401,L1 3AY,TECH EXCHANGE,09/02/22,10:24,20.0,20.0,1.0,Rico,47,2021,
2546790,Lexmark Service Provider,Boots UK Limited,OL14 5RN,REPAIR WITH PARTS,08/02/22,10:05,40.0,40.0,1.0,Rico,47,2021,
2544090,Engineer Adjustments,Manchester depot m50 1de,,ENGINEER ADJUSTMENT,06/02/22,09:00,20.0,20.0,1.0,Rico,47,2021,
2543288,Paypoint Network Limited - UK,CO-OP - BROMBOROUGH,CH62 7HJ,TECH EXCHANGE,05/02/22,09:27,45.0,45.0,1.0,Rico,46,2021,
2525708,Fujitsu Services Limited - Telefonica TC,O2 ROCHDALE 0798,OL16 1EA,TECH EXCHANGE,25/01/22,09:00,30.0,30.0,1.0,Rico,45,2021,
2522140,Paypoint Network Limited - UK,SPAR GARAGE,PR3 0GA,TECH EXCHANGE,22/01/22,09:12,35.0,35.0,1.0,Rico,44,2021,
2518591,Lexmark Service Provider,TESCO Stores Limited,OL9 6BW,REPAIR WITH PARTS,20/01/22,11:50,50.0,50.0,1.0,Rico,44,2021,
2514513,Paypoint Network Limited - UK,CO-OPERATIVE RETAIL SERVICES LTD,LA3 2BJ,TECH EXCHANGE,18/01/22,11:53,35.0,35.0,1.0,Rico,44,2021,
2509962,Vista Retail Support Limited,NEXT,BB2 3PX,TECH EXCHANGE,14/01/22,16:06,20.0,20.0,1.0,Rico,43,2021,
2509951,Vista Retail Support Limited,NEXT,WN1 1BH,TECH EXCHANGE,14/01/22,16:05,20.0,20.0,1.0,Rico,43,2021,
2509804,Vista Retail Support Limited,NEXT,BB2 3PX,TECH EXCHANGE,14/01/22,15:13,20.0,20.0,1.0,Rico,43,2021,
2509636,Verifone UK LTD,TGI 678 ROYAL EXCHANGE,M2 7DH,TECH EXCHANGE,14/01/22,13:55,20.0,20.0,1.0,Rico,43,2021,
2509626,Verifone UK LTD,REVOLUTION DE CUBA MANCHESTER,M2 5QR,TECH EXCHANGE,14/01/22,13:55,20.0,20.0,1.0,Rico,43,2021,
2508968,Fujitsu Services Limited - Wilko (ME),WILKO Store No 332,WN1 1UE,TECH EXCHANGE,14/01/22,09:00,40.0,40.0,1.0,Rico,43,2021,
2508112,Fujitsu Services Limited - Wilko (ME),WILKO Store No 332,WN1 1UE,MANPOWER,14/01/22,09:00,40.0,40.0,1.0,Rico,43,2021,
2498956,Lantec,THE SWINGING WITCH,CW9 5AX,TECH EXCHANGE,07/01/22,16:00,20.0,20.0,1.0,Rico,42,2021,
2498830,Lexmark Service Provider,TESCO Stores Limited,WA5 1UH,REPAIR WITH PARTS,08/01/22,09:00,60.0,60.0,1.0,Rico,42,2021,
2498791,Vista Retail Support Limited,NEXT,CW9 5LY,TECH EXCHANGE,07/01/22,15:20,20.0,20.0,1.0,Rico,42,2021,
2498504,Wincor Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,WA2 8RD,TECH EXCHANGE,07/01/22,09:00,10.0,10.0,1.0,Rico,42,2021,
2498363,Vista Retail Support Limited,HENDERSON TECHNOLOGY (SPAR),L30 6TQ,TECH EXCHANGE,07/01/22,12:15,20.0,20.0,1.0,Rico,42,2021,
2498331,Paypoint Network Limited - UK,SHELL PETROL STATION,M22 5WX,TECH EXCHANGE,07/01/22,11:53,35.0,35.0,1.0,Rico,42,2021,
2489811,Lexmark Service Provider,Boots UK Limited,BB2 4HY,REPAIR WITH PARTS,31/12/21,11:20,40.0,40.0,1.0,Rico,41,2021,
2489723,Lexmark Service Provider,Boots UK Limited,PR9 9SD,REPAIR WITH PARTS,31/12/21,10:50,40.0,40.0,1.0,Rico,41,2021,
2486856,Engineer Adjustments,Manchester depot m50 1de,,MANPOWER,29/12/21,09:00,20.0,20.0,1.0,Rico,41,2021,
2483680,Paypoint Network Limited - UK,MCCOLLS,WN8 6UH,TECH EXCHANGE,24/12/21,10:03,35.0,35.0,1.0,Rico,40,2021,
2481583,Paypoint Network Limited - UK,MCCOLLS,L20 9HH,TECH EXCHANGE,22/12/21,16:52,35.0,35.0,1.0,Rico,40,2021,
2481568,Lexmark Service Provider,AINTREE UNIVERSITY HOSPITAL NHS FOU,L9 7AL,CONSUMABLE INSTALL,23/12/21,09:00,20.0,20.0,1.0,Rico,40,2021,
2481562,Verifone UK LTD,STONEGATE - SLUG AND LETTUCE L,L2 4SJ,TECH EXCHANGE,22/12/21,16:38,15.0,15.0,1.0,Rico,40,2021,
2481240,Lexmark Service Provider,AINTREE UNIVERSITY HOSPITAL NHS FOU,L9 7AL,REPAIR WITH PARTS,23/12/21,09:00,30.0,30.0,1.0,Rico,40,2021,
2481054,Lexmark Service Provider,TESCO Stores Limited,L17 9PE,REPAIR WITH PARTS,23/12/21,09:00,40.0,40.0,1.0,Rico,40,2021,
2481015,Verifone UK LTD,STONEGATE - ADDISON ARMS - 310,L20 3LT,TECH EXCHANGE,22/12/21,12:39,15.0,15.0,1.0,Rico,40,2021,
2480923,Lexmark Service Provider,TESCO Stores Limited,L17 9PE,REPAIR WITH PARTS,23/12/21,09:00,40.0,40.0,1.0,Rico,40,2021,
2480748,Lexmark Service Provider,Boots UK Limited,CW1 2EX,REPAIR WITH PARTS,22/12/21,09:00,80.0,80.0,1.0,Rico,40,2021,
2480696,Smart Capital Technology Ltd,JOHN LEWIS,L1 8BJ,TECH EXCHANGE,22/12/21,10:04,10.0,10.0,1.0,Rico,40,2021,
2480657,Lexmark Service Provider,BP Oil UK Limited,L37 6BU,REPAIR WITH PARTS,23/12/21,09:00,30.0,30.0,1.0,Rico,40,2021,
2480655,Fujitsu Services Limited - MAB - ME,Pheasant Inn,L38 3RA,TECH EXCHANGE,22/12/21,09:28,40.0,40.0,1.0,Rico,40,2021,
2480610,CDW - DWP,109 THOMAS LANE,L14 5NT,COLLECTION,22/12/21,08:10,10.0,10.0,1.0,Rico,40,2021,
2475611,Vista Retail Support Limited,NEXT,PR5 4AW,TECH EXCHANGE,18/12/21,08:00,25.0,25.0,1.0,Rico,39,2021,
2469307,Lexmark Service Provider,Boots UK Limited,CW9 5DH,REPAIR WITH PARTS,14/12/21,11:45,60.0,60.0,1.0,Rico,39,2021,
2466660,Verifone UK LTD,STONEGATE - FARMERS ARMS HOTEL,L13 9BL,TECH EXCHANGE,12/12/21,10:31,15.0,15.0,1.0,Rico,39,2021,
2466177,Computacenter Limited,LLOYDS BANKING GROUP PLC (008102783,L36 9UQ,TECH EXCHANGE,13/12/21,09:00,15.0,15.0,1.0,Rico,39,2021,
2465965,Computacenter - British Telecom,BRITISH TELECOM PLC_ (0081049580),L36 9WD,NON TECH EXCHANGE,13/12/21,09:00,15.0,15.0,1.0,Rico,39,2021,
2465905,Computacenter Limited - HSBC,COMPUTACENTER HSBC,L3 4FH,NON TECH EXCHANGE,10/12/21,16:18,10.0,10.0,1.0,Rico,39,2021,
2465795,International Transaction System Limited,CROWNE PLAZA HOTEL,L3 1QW,COLLECTION,10/12/21,15:32,10.0,10.0,1.0,Rico,39,2021,
2465512,Secure Retail Limited,STARBUCKS,WA10 6QY,TECH EXCHANGE,10/12/21,12:50,15.0,15.0,1.0,Rico,39,2021,
2465422,National Grid,MEDICAL CONSULTING ROOMS,L1 2TQ,COLLECTION,10/12/21,12:32,10.0,10.0,1.0,Rico,39,2021,
2454832,Computacenter Lloyds Project,HALIFAX,L18 1LG,COLLECTION,02/12/21,14:03,30.0,30.0,1.0,Rico,39,2021,
2451231,Paypoint Network Limited - UK,"NEWS, FOOD AND BOOZE",PR8 6JY,TECH EXCHANGE,30/11/21,12:39,50.0,50.0,1.0,Rico,37,2021,
2449283,Paypoint Network Limited - UK,ALL IN ONE,L9 1AQ,TECH EXCHANGE,29/11/21,12:18,35.0,35.0,1.0,Rico,37,2021,
2438773,Paypoint Network Limited - UK,EVERYDAYZ,L32 7QY,TECH EXCHANGE,22/11/21,08:46,35.0,35.0,1.0,Rico,36,2021,
2438146,Verifone UK LTD,STONEGATE - POPWORLD LIVERPOOL,L1 4AG,TECH EXCHANGE,21/11/21,13:06,15.0,15.0,1.0,Rico,36,2021,
2438094,Fujitsu Services Limited - EE - ME,ORANGE (MANCHESTER),M1 1WR,TECH EXCHANGE,21/11/21,12:03,20.0,20.0,1.0,Rico,36,2021,
2437476,PayPoint Network Ltd_Collections,S K NEWS & WINES,L17 7BN,COLLECTION,22/11/21,08:00,10.0,10.0,1.0,Rico,36,2021,
2437020,Computacenter - Home Office Collections,THE HOME OFFICE. (0081058156),L21 1JD,DELIVERY,22/11/21,09:00,10.0,10.0,1.0,Rico,36,2021,
2436886,Computacenter - Home Office Collections,THE HOME OFFICE. (0081058156),L21 1JD,DELIVERY,22/11/21,09:00,10.0,10.0,1.0,Rico,36,2021,
2436811,Computacenter Network Rail,NETWORK RAIL INFRASTRUCTURE LTD (00,L4 9SJ,NON TECH EXCHANGE,22/11/21,09:00,10.0,10.0,1.0,Rico,36,2021,
2436730,DHL Supply Chain Limited - RBS,Trafalgar House,WA3 6GD,SITE TO SITE COLLECTION,22/11/21,09:00,10.0,10.0,1.0,Rico,36,2021,
2436647,Lexmark Service Provider,Alder Hey Children......s NHS Foundation,L7 9NJ,REPAIR WITH PARTS,22/11/21,09:00,25.0,25.0,1.0,Rico,36,2021,
2436241,Computacenter Limited - HSBC,COMPUTACENTER HSBC,L11 5AD,NON TECH EXCHANGE,19/11/21,15:20,10.0,10.0,1.0,Rico,36,2021,
2436231,CDW - DWP,DEPARTMENT FOR WORK & PENSIONS,L5 4NQ,TECH EXCHANGE,19/11/21,15:13,15.0,15.0,1.0,Rico,36,2021,
2442605,Engineer Adjustments,Manchester depot m50 1de,,ENGINEER ADJUSTMENT,20/11/21,09:00,137.0,137.0,1.0,Rico,35,2021,
2437611,Lexmark Service Provider,Mitchells & Butlers Leisure Retail,M2 2AW,REPAIR WITH PARTS,20/11/21,12:46,46.0,46.0,1.0,Rico,35,2021,
2431977,Procurri Europe Ltd,NATIONWIDE BLDG SOC,CH5 1BY,TECH EXCHANGE,17/11/21,11:52,25.0,25.0,1.0,Rico,35,2021,
2431120,Computacenter - Home Office Collections,THE HOME OFFICE. (0081058156),M90 3EX,DELIVERY,17/11/21,09:00,7.0,7.0,1.0,Rico,35,2021,
2431108,Computacenter - Home Office Collections,THE HOME OFFICE. (0081058156),M90 3EX,DELIVERY,17/11/21,09:00,8.0,8.0,1.0,Rico,35,2021,
2430739,DHL Supply Chain Limited - RBS,Home Address,CH66 1SF,COLLECTION,17/11/21,10:00,12.5,12.5,1.0,Rico,35,2021,
2430678,HCL Barclays,BARCLAYS BANK PLC,LL11 1BE,IMAC COLLECTION,16/11/21,16:48,12.5,12.5,1.0,Rico,35,2021,
2430654,HCL Barclays,BARCLAYS BANK PLC,LL11 1BE,TECH EXCHANGE,16/11/21,16:44,12.5,12.5,1.0,Rico,35,2021,
2430582,Verifone UK LTD,STONEGATE - OFF THE WALL CHEST,CH1 1DA,TECH EXCHANGE,16/11/21,16:18,20.0,20.0,1.0,Rico,35,2021,
2430567,Computacenter Limited - HSBC,COMPUTACENTER HSBC,WA7 5LE,NON TECH EXCHANGE,16/11/21,16:15,10.0,10.0,1.0,Rico,35,2021,
2430450,HCL Barclays,16 STONELEIGH GARDENS,WA4 3LE,IMAC COLLECTION,16/11/21,15:27,12.5,12.5,1.0,Rico,35,2021,
2430325,Fujitsu Services Ltd -Wilko - P2PE,WILKO Store No 416,CH1 1HD,TECH EXCHANGE,16/11/21,14:24,25.0,25.0,1.0,Rico,35,2021,
2430155,Fujitsu Services Limited - Banks,RBSG POSTCODE BUCKET SITE (WA),WA7 1AQ,TECH EXCHANGE,17/11/21,09:30,12.5,12.5,1.0,Rico,35,2021,
2429779,Computacenter - Kingfisher,SCREWFIX DIRECT,CH1 4LT,TECH EXCHANGE,16/11/21,10:26,17.5,17.5,1.0,Rico,35,2021,
2429694,Lexmark Service Provider,Boots UK Limited,BL9 5BY,REPAIR WITH PARTS,16/11/21,09:10,20.0,20.0,1.0,Rico,35,2021,
2429042,Computacenter Limited,LLOYDS BANKING GROUP PLC (008102783,SK14 2NQ,TECH EXCHANGE,16/11/21,09:00,12.5,12.5,1.0,Rico,35,2021,
2428928,Computacenter - Home Office Collections,THE HOME OFFICE. (0081058156),M9 8BU,NON TECH EXCHANGE,16/11/21,09:00,9.0,9.0,1.0,Rico,35,2021,
2428912,Computacenter Network Rail,NETWORK RAIL INFRASTRUCTURE LTD (00,M41 9NJ,NON TECH EXCHANGE,16/11/21,09:00,10.0,10.0,1.0,Rico,35,2021,
2428766,Fujitsu GBL - H&M * DO NOT INVOICE*,H&M MANCHESTER,M1 1PN,TECH EXCHANGE,15/11/21,17:59,10.0,10.0,1.0,Rico,35,2021,
2428764,Paypoint Network Limited - UK,RYSY SUPERMARKET,OL6 7PS,TECH EXCHANGE,15/11/21,17:57,20.0,20.0,1.0,Rico,35,2021,
2428760,Wincor Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,SK4 1DR,TECH EXCHANGE,16/11/21,08:00,10.0,10.0,1.0,Rico,35,2021,
2428665,CDW - DWP,DEPARTMENT FOR WORK & PENSIONS,SK1 3BE,COLLECTION,15/11/21,17:09,8.0,8.0,1.0,Rico,35,2021,
2428636,CDW - DWP,JOBCENTRE PLUS,SK1 3BE,COLLECTION,15/11/21,17:00,5.0,5.0,1.0,Rico,35,2021,
2428451,Vista Retail Support Limited,NEXT,SK1 2HH,TECH EXCHANGE,15/11/21,16:08,10.0,10.0,1.0,Rico,35,2021,
2428400,Secure Retail Limited,SELFRIDGES & CO,M17 8DA,TECH EXCHANGE,15/11/21,15:31,10.0,10.0,1.0,Rico,35,2021,
2428370,Secure Retail Limited,SELFRIDGES & CO,M17 8DA,TECH EXCHANGE,15/11/21,15:10,10.0,10.0,1.0,Rico,35,2021,
2428278,HCL Barclays,BARCLAYS BANK PLC,SK1 1XU,TECH EXCHANGE,15/11/21,14:24,10.0,10.0,1.0,Rico,35,2021,
2428264,Secure Retail Limited,SELFRIDGES & CO,M17 8DA,TECH EXCHANGE,15/11/21,14:13,12.5,12.5,1.0,Rico,35,2021,
2428253,Lexmark Service Provider,ASDA STORES LIMITED,SK14 1BD,REPAIR WITH PARTS,15/11/21,13:45,20.0,20.0,1.0,Rico,35,2021,
2428093,NCR - Sains Print ***DO NOT INVOICE****,SAINSBURYS SUPERMARKETS LTD,M34 3SJ,REPAIR WITH PARTS,15/11/21,12:29,15.0,15.0,1.0,Rico,35,2021,
2428051,HCL Barclays,28 LAKE ROAD,SK15 1JE,NON TECH EXCHANGE,15/11/21,12:04,8.0,8.0,1.0,Rico,35,2021,
2428000,EntServ UK - DVSA,D V S A,OL9 9XA,COLLECTION,15/11/21,11:35,7.0,7.0,1.0,Rico,35,2021,
2427939,Fujitsu Services Limited - Telefonica TC,O2 ASHTON UNDER LYNE 0795,OL6 6BU,TECH EXCHANGE,15/11/21,10:58,12.5,12.5,1.0,Rico,35,2021,
2427932,Computacenter Limited - HSBC,COMPUTACENTER HSBC,OL6 7QH,TECH EXCHANGE,15/11/21,10:52,15.0,15.0,1.0,Rico,35,2021,
2427811,Vista Retail Support Limited,GAME STORES,M17 8DF,TECH EXCHANGE,15/11/21,09:00,5.0,5.0,1.0,Rico,35,2021,
2427809,Vista Retail Support Limited,GAME STORES,M17 8DF,TECH EXCHANGE,15/11/21,09:00,8.0,8.0,1.0,Rico,35,2021,
2427805,Vista Retail Support Limited,NEXT,M17 8AS,TECH EXCHANGE,15/11/21,09:00,12.5,12.5,1.0,Rico,35,2021,
2427477,Fujitsu Services Limited - Hutchinson 3G,3 STORE Manchester,M1 1WR,TECH EXCHANGE,14/11/21,08:00,30.0,30.0,1.0,Rico,35,2021,
2427130,Verifone UK LTD,STONEGATE - SLUG AND LETTUCE A,M2 5HD,TECH EXCHANGE,14/11/21,12:16,15.0,15.0,1.0,Rico,35,2021,
2426923,Wincor Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,OL1 2PH,TECH EXCHANGE,14/11/21,08:00,32.5,32.5,1.0,Rico,35,2021,
2426763,Fujitsu Services Limited - Hutchinson 3G,3 STORE Manchester,M1 1WR,TECH EXCHANGE,14/11/21,11:30,32.5,32.5,1.0,Rico,35,2021,
2426010,Computacenter - Home Office Collections,THE HOME OFFICE. (0081058156),M5 3LZ,DELIVERY,13/11/21,08:00,10.0,10.0,1.0,Rico,34,2021,
2426003,Fujitsu Services Limited - MAB - ME,Sawyers Arms,M3 2RP,TECH EXCHANGE,13/11/21,08:00,20.0,20.0,1.0,Rico,34,2021,
2425700,Verifone UK LTD,STONEGATE - LOST DENE - 511153,M3 3EE,TECH EXCHANGE,12/11/21,14:47,15.0,15.0,1.0,Rico,34,2021,
2425649,Lexmark Service Provider,Boots UK Limited,M34 3LY,REPAIR WITH PARTS,13/11/21,09:00,25.0,25.0,1.0,Rico,34,2021,
2425597,Verifone UK LTD,STONEGATE - SLUG AND LETTUCE A,M2 5HD,TECH EXCHANGE,12/11/21,13:38,15.0,15.0,1.0,Rico,34,2021,
2425517,Vista Retail Support Limited,ERNEST JONES,M4 3AJ,TECH EXCHANGE,12/11/21,12:52,15.0,15.0,1.0,Rico,34,2021,
2425408,Verifone UK LTD,REVOLUTION PARSONAGE GARDENS,M3 2LF,TECH EXCHANGE,12/11/21,11:50,15.0,15.0,1.0,Rico,34,2021,
2425404,Verifone UK LTD,STONEGATE - SLUG AND LETTUCE S,M3 3AN,TECH EXCHANGE,12/11/21,11:50,15.0,15.0,1.0,Rico,34,2021,
2425402,Verifone UK LTD,STONEGATE - SLUG AND LETTUCE S,M3 3AN,TECH EXCHANGE,12/11/21,11:50,15.0,15.0,1.0,Rico,34,2021,
